Pidgey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poppoポッポ,,50,16,35,35,56,normal,flying,1.8,1,0
Pidgeotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigeonピジョン,,50,17,50,50,71,normal,flying,30,1,0
Pidgeot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigeotピジョット,,50,18,135,80,121,normal,flying,39.5,1,0
Rattata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korattaコラッタ,,50,19,25,35,72,normal,dark,,1,0
Raticate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rattaラッタ,,50,20,40,80,77,normal,dark,,1,0
Spearow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onisuzumeオニスズメ,,50,21,31,31,70,normal,flying,2,1,0
Fearow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onidrillオニドリル,,50,22,61,61,100,normal,flying,38,1,0
Ekans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arboアーボ,,50,23,40,54,55,poison,,6.9,1,0
Arbok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbokアーボック,,50,24,65,79,80,poison,,65,1,0
Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pikachuピカチュウ,,50,25,50,50,90,electric,,6,1,0
Raichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raichuライチュウ,,50,26,95,85,110,electric,electric,,1,0
Sandshrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandサンド,,50,27,10,35,40,ground,ice,,1,0
Sandslash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandpanサンドパン,,50,28,25,65,65,ground,ice,,1,0
Nidoran♀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidoran?ニドラン♀,,0,29,40,40,41,poison,,7,1,0
Nidorina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidorinaニドリーナ,,0,30,55,55,56,poison,,20,1,0
Nidoqueen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidoqueenニドクイン,,0,31,75,85,76,poison,ground,60,1,0
Nidoran♂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidoran?ニドラン♂,,100,32,40,40,50,poison,,9,1,0
Nidorino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidorinoニドリーノ,,100,33,55,55,65,poison,,19.5,1,0
Nidoking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidokingニドキング,,100,34,85,75,85,poison,ground,62,1,0
Clefairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pippiピッピ,,24.6,35,60,65,35,fairy,,7.5,1,0
Clefable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixyピクシー,,24.6,36,95,90,60,fairy,,40,1,0
Vulpix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokonロコン,,24.6,37,50,65,65,fire,ice,,1,0
Ninetales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyukonキュウコン,,24.6,38,81,100,109,fire,ice,,1,0
Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purinプリン,,24.6,39,45,25,20,normal,fairy,5.5,1,0
Wigglytuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pukurinプクリン,,24.6,40,85,50,45,normal,fairy,12,1,0
Zubat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zubatズバット,,50,41,30,40,55,poison,flying,7.5,1,0
Golbat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golbatゴルバット,,50,42,65,75,90,poison,flying,55,1,0
Oddish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nazonokusaナゾノクサ,,50,43,75,65,30,grass,poison,5.4,1,0
Gloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kusaihanaクサイハナ,,50,44,85,75,40,grass,poison,8.6,1,0
Vileplume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruffresiaラフレシア,,50,45,110,90,50,grass,poison,18.6,1,0
Paras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasパラス,,50,46,45,55,25,bug,grass,5.4,1,0
Parasect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasectパラセクト,,50,47,60,80,30,bug,grass,29.5,1,0
Venonat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kongpangコンパン,,50,48,40,55,45,bug,poison,30,1,0
Venomoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphonモルフォン,,50,49,90,75,90,bug,poison,12.5,1,0
Diglett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digdaディグダ,,50,50,35,45,90,ground,ground,,1,0
Dugtrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dugtrioダグトリオ,,50,51,50,70,110,ground,ground,,1,0
Meowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyarthニャース,,50,52,50,40,90,normal,dark,,1,0
Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persianペルシアン,,50,53,75,65,115,normal,dark,,1,0
Psyduck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koduckコダック,,50,54,65,50,55,water,,19.6,1,0
Golduck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golduckゴルダック,,50,55,95,80,85,water,,76.6,1,0
Mankey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mankeyマンキー,,50,56,35,45,70,fighting,,28,1,0
Primeape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okorizaruオコリザル,,50,57,60,70,95,fighting,,32,1,0
Growlithe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gardieガーディ,,75.4,58,70,50,60,fire,,19,1,0
Arcanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windieウインディ,,75.4,59,100,80,95,fire,,155,1,0
Poliwag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyoromoニョロモ,,50,60,40,40,90,water,,12.4,1,0
Poliwhirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyorozoニョロゾ,,50,61,50,50,90,water,,20,1,0
Poliwrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyorobonニョロボン,,50,62,70,90,70,water,fighting,54,1,0
Abra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caseyケーシィ,,75.4,63,105,55,90,psychic,,19.5,1,0
Kadabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yungererユンゲラー,,75.4,64,120,70,105,psychic,,56.5,1,0
Alakazam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foodinフーディン,,75.4,65,175,105,150,psychic,,48,1,0
Machop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanrikyワンリキー,,75.4,66,35,35,35,fighting,,19.5,1,0
Machoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorikyゴーリキー,,75.4,67,50,60,45,fighting,,70.5,1,0
Machamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kairikyカイリキー,,75.4,68,65,85,55,fighting,,130,1,0
Bellsprout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madatsubomiマダツボミ,,50,69,70,30,40,grass,poison,4,1,0
Weepinbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utsudonウツドン,,50,70,85,45,55,grass,poison,6.4,1,0
Victreebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utsubotウツボット,,50,71,100,70,70,grass,poison,15.5,1,0
Tentacool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menokurageメノクラゲ,,50,72,50,100,70,water,poison,45.5,1,0
Tentacruel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dokukurageドククラゲ,,50,73,80,120,100,water,poison,55,1,0
Geodude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isitsubuteイシツブテ,,50,74,30,30,20,rock,ground,,1,0
Graveler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goloneゴローン,,50,75,45,45,35,rock,ground,,1,0
Golem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golonyaゴローニャ,,50,76,55,65,45,rock,ground,,1,0
Ponyta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ponytaポニータ,,50,77,65,65,90,fire,,30,1,0
Rapidash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gallopギャロップ,,50,78,80,80,105,fire,,95,1,0
Slowpoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yadonヤドン,,50,79,40,40,15,water,psychic,36,1,0
Slowbro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yadoranヤドラン,,50,80,130,80,30,water,psychic,78.5,1,0
Magnemite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coilコイル,,,81,95,55,45,electric,steel,6,1,0
Magneton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarecoilレアコイル,,,82,120,70,70,electric,steel,60,1,0
Farfetch'd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamonegiカモネギ,,50,83,58,62,60,normal,flying,15,1,0
Doduo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodoドードー,,50,84,35,35,75,normal,flying,39.2,1,0
Dodrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodorioドードリオ,,50,85,60,60,110,normal,flying,85.2,1,0
Seel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pawouパウワウ,,50,86,45,70,45,water,,90,1,0
Dewgong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jugonジュゴン,,50,87,70,95,70,water,ice,120,1,0
Grimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betbeterベトベター,,50,88,40,50,25,poison,poison,,1,0
Muk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betbetonベトベトン,,50,89,65,100,50,poison,poison,,1,0
Shellder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shellderシェルダー,,50,90,45,25,40,water,,4,1,0
Cloyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parshenパルシェン,,50,91,85,45,70,water,ice,132.5,1,0
Gastly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghosゴース,,50,92,100,35,80,ghost,poison,0.1,1,0
Haunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghostゴースト,,50,93,115,55,95,ghost,poison,0.1,1,0
Gengar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gangarゲンガー,,50,94,170,95,130,ghost,poison,40.5,1,0
Onix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iwarkイワーク,,50,95,30,45,70,rock,ground,210,1,0
Drowzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleepeスリープ,,50,96,43,90,42,psychic,,32.4,1,0
Hypno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeperスリーパー,,50,97,73,115,67,psychic,,75.6,1,0
Krabby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crabクラブ,,50,98,25,25,50,water,,6.5,1,0
Kingler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinglerキングラー,,50,99,50,50,75,water,,60,1,0
Voltorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biriridamaビリリダマ,,,100,55,55,100,electric,,10.4,1,0
Electrode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marumineマルマイン,,,101,80,80,150,electric,,66.6,1,0
Exeggcute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamatamaタマタマ,,50,102,60,45,40,grass,psychic,2.5,1,0
Exeggutor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nassyナッシー,,50,103,125,75,45,grass,psychic,,1,0
Cubone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karakaraカラカラ,,50,104,40,50,35,ground,,6.5,1,0
Marowak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garagaraガラガラ,,50,105,50,80,45,ground,fire,,1,0
Hitmonlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sawamularサワムラー,,100,106,35,110,87,fighting,,49.8,1,0
Hitmonchan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebiwalarエビワラー,,100,107,35,110,76,fighting,,50.2,1,0
Lickitung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beroringaベロリンガ,,50,108,60,75,30,normal,,65.5,1,0
Koffing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dogarsドガース,,50,109,60,45,35,poison,,1,1,0
Weezing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matadogasマタドガス,,50,110,85,70,60,poison,,9.5,1,0
Rhyhorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sihornサイホーン,,50,111,30,30,25,ground,rock,115,1,0
Rhydon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sidonサイドン,,50,112,45,45,40,ground,rock,120,1,0
Chansey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luckyラッキー,,0,113,35,105,50,normal,,34.6,1,0
Tangela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monjaraモンジャラ,,50,114,100,40,60,grass,,35,1,0
Kangaskhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garuraガルーラ,,0,115,60,100,100,normal,,80,1,0
Horsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattuタッツー,,50,116,70,25,60,water,,8,1,0
Seadra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seadraシードラ,,50,117,95,45,85,water,,25,1,0
Goldeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tosakintoトサキント,,50,118,35,50,63,water,,15,1,0
Seaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azumaoアズマオウ,,50,119,65,80,68,water,,39,1,0
Staryu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hitodemanヒトデマン,,,120,70,55,85,water,,34.5,1,0
Starmie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starmieスターミー,,,121,100,85,115,water,psychic,80,1,0
Mr. Mime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrierdバリヤード,,50,122,100,120,90,psychic,fairy,54.5,1,0
Scyther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strikeストライク,,50,123,55,80,105,bug,flying,56,1,0
Jynx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rougelaルージュラ,,0,124,115,95,95,ice,psychic,40.6,1,0
Electabuzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elebooエレブー,,75.4,125,95,85,105,electric,,30,1,0
Magmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Booberブーバー,,75.4,126,100,85,93,fire,,44.5,1,0
Pinsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kailiosカイロス,,50,127,65,90,105,bug,,55,1,0
Tauros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentaurosケンタロス,,100,128,40,70,110,normal,,88.4,1,0
Magikarp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koikingコイキング,,50,129,15,20,80,water,,10,1,0
Gyarados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gyaradosギャラドス,,50,130,70,130,81,water,flying,235,1,0
Lapras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplaceラプラス,,50,131,85,95,60,water,ice,220,1,0
Ditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metamonメタモン,,,132,48,48,48,normal,,4,1,0
Eevee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eievuiイーブイ,,88.1,133,45,65,55,normal,,6.5,1,0
Vaporeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Showersシャワーズ,,88.1,134,110,95,65,water,,29,1,0
Jolteon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thundersサンダース,,88.1,135,110,95,130,electric,,24.5,1,0
Flareon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boosterブースター,,88.1,136,95,110,65,fire,,25,1,0
Porygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porygonポリゴン,,,137,85,75,40,normal,,36.5,1,0
Omanyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omniteオムナイト,,88.1,138,90,55,35,rock,water,7.5,1,0
Omastar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omstarオムスター,,88.1,139,115,70,55,rock,water,35,1,0
Kabuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabutoカブト,,88.1,140,55,45,55,rock,water,11.5,1,0
Kabutops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabutopsカブトプス,,88.1,141,65,70,80,rock,water,40.5,1,0
Aerodactyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pteraプテラ,,88.1,142,70,95,150,rock,flying,59,1,0
Snorlax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabigonカビゴン,,88.1,143,65,110,30,normal,,460,1,0
Articuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freezerフリーザー,,,144,95,125,85,ice,flying,55.4,1,1
Zapdos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunderサンダー,,,145,125,90,100,electric,flying,52.6,1,1
Moltres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fireファイヤー,,,146,125,85,90,fire,flying,60,1,1
Dratini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miniryuミニリュウ,,50,147,50,50,50,dragon,,3.3,1,0
Dragonair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hakuryuハクリュー,,50,148,70,70,70,dragon,,16.5,1,0
Dragonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kairyuカイリュー,,50,149,100,100,80,dragon,flying,210,1,0
Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mewtwoミュウツー,,,150,194,120,140,psychic,,122,1,1
Mew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mewミュウ,,,151,100,100,100,psychic,,4,1,1
Chikorita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicoritaチコリータ,,88.1,152,49,65,45,grass,,6.4,2,0
Bayleef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayleafベイリーフ,,88.1,153,63,80,60,grass,,15.8,2,0
Meganium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meganiumメガニウム,,88.1,154,83,100,80,grass,,100.5,2,0
Cyndaquil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinoarashiヒノアラシ,,88.1,155,60,50,65,fire,,7.9,2,0
Quilava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magmarashiマグマラシ,,88.1,156,80,65,80,fire,,19,2,0
Typhlosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakphoonバクフーン,,88.1,157,109,85,100,fire,,79.5,2,0
Totodile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waninokoワニノコ,,88.1,158,44,48,43,water,,9.5,2,0
Croconaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligatesアリゲイツ,,88.1,159,59,63,58,water,,25,2,0
Feraligatr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ordileオーダイル,,88.1,160,79,83,78,water,,88.8,2,0
Sentret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otachiオタチ,,50,161,35,45,20,normal,,6,2,0
Furret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ootachiオオタチ,,50,162,45,55,90,normal,,32.5,2,0
Hoothoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hohoホーホー,,50,163,36,56,50,normal,flying,21.2,2,0
Noctowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yorunozukuヨルノズク,,50,164,86,96,70,normal,flying,40.8,2,0
Ledyba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redibaレディバ,,50,165,40,80,55,bug,flying,10.8,2,0
Ledian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redianレディアン,,50,166,55,110,85,bug,flying,35.6,2,0
Spinarak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Itomaruイトマル,,50,167,40,40,30,bug,poison,8.5,2,0
Ariados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ariadosアリアドス,,50,168,60,70,40,bug,poison,33.5,2,0
Crobat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crobatクロバット,,50,169,70,80,130,poison,flying,75,2,0
Chinchou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chonchieチョンチー,,50,170,56,56,67,water,electric,12,2,0
Lanturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanternランターン,,50,171,76,76,67,water,electric,22.5,2,0
Pichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pichuピチュー,,50,172,35,35,60,electric,,2,2,0
Cleffa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyピィ,,24.6,173,45,55,15,fairy,,3,2,0
Igglybuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pupurinププリン,,24.6,174,40,20,15,normal,fairy,1,2,0
Togepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Togepyトゲピー,,88.1,175,40,65,20,fairy,,1.5,2,0
Togetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Togechickトゲチック,,88.1,176,80,105,40,fairy,flying,3.2,2,0
Natu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natyネイティ,,50,177,70,45,70,psychic,flying,2,2,0
Xatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natioネイティオ,,50,178,95,70,95,psychic,flying,15,2,0
Mareep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merriepメリープ,,50,179,65,45,35,electric,,7.8,2,0
Flaaffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mokokoモココ,,50,180,80,60,45,electric,,13.3,2,0
Ampharos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denryuデンリュウ,,50,181,165,110,45,electric,,61.5,2,0
Bellossom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kireihanaキレイハナ,,50,182,90,100,50,grass,,5.8,2,0
Marill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marilマリル,,50,183,20,50,40,water,fairy,8.5,2,0
Azumarill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marilliマリルリ,,50,184,60,80,50,water,fairy,28.5,2,0
Sudowoodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usokkieウソッキー,,50,185,30,65,30,rock,,38,2,0
Politoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyorotonoニョロトノ,,50,186,90,100,70,water,,33.9,2,0
Hoppip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haneccoハネッコ,,50,187,35,55,50,grass,flying,0.5,2,0
Skiploom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popoccoポポッコ,,50,188,45,65,80,grass,flying,1,2,0
Jumpluff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wataccoワタッコ,,50,189,55,95,110,grass,flying,3,2,0
Aipom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eipamエイパム,,50,190,40,55,85,normal,,11.5,2,0
Sunkern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himanutsヒマナッツ,,50,191,30,30,30,grass,,1.8,2,0
Sunflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimawariキマワリ,,50,192,105,85,30,grass,,8.5,2,0
Yanma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yanyanmaヤンヤンマ,,50,193,75,45,95,bug,flying,38,2,0
Wooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upahウパー,,50,194,25,25,15,water,ground,8.5,2,0
Quagsire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuohヌオー,,50,195,65,65,35,water,ground,75,2,0
Espeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eifieエーフィ,,88.1,196,130,95,110,psychic,,26.5,2,0
Umbreon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackyブラッキー,,88.1,197,60,130,65,dark,,27,2,0
Murkrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamikarasuヤミカラス,,50,198,85,42,91,dark,flying,2.1,2,0
Slowking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yadokingヤドキング,,50,199,100,110,30,water,psychic,79.5,2,0
Misdreavus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumaムウマ,,50,200,85,85,85,ghost,,1,2,0
Unown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknownアンノーン,,,201,72,48,48,psychic,,5,2,0
Wobbuffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonansソーナンス,,50,202,33,58,33,psychic,,28.5,2,0
Girafarig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirinrikiキリンリキ,,50,203,90,65,85,normal,psychic,41.5,2,0
Pineco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunugidamaクヌギダマ,,50,204,35,35,15,bug,,7.2,2,0
Forretress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foretosフォレトス,,50,205,60,60,40,bug,steel,125.8,2,0
Dunsparce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nokocchiノコッチ,,50,206,65,65,45,normal,,14,2,0
Gligar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gligerグライガー,,50,207,35,65,85,ground,flying,64.8,2,0
